date,cloud,account_id,gcp_project_id,service,region,resource_id,resource_type,cost_unblended_usd,usage_qty,usage_unit,tag_team,tag_env,tag_app,tag_owner
11/3/2025,gcp,,gcp-proj-data,gke,us-east4,gke-8878,k8s-nodes,2.57,54.63,node_hours,platform,prod,rag-service,platform_owner
11/3/2025,gcp,,gcp-proj-ml,gke,us-central1,gke-4121,k8s-nodes,1.81,41.61,node_hours,data,prod,agent-platform,data_owner
11/3/2025,gcp,,gcp-proj-data,gke,us-east4,gke-4882,k8s-nodes,1.62,39.85,node_hours,finops,nonprod,agent-platform,finops_owner
11/3/2025,gcp,,gcp-proj-data,gke,us-central1,gke-5405,k8s-nodes,1.44,30.11,node_hours,data,prod,agent-platform,data_owner
11/3/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-9362,k8s-nodes,5.62,111.24,node_hours,platform,prod,risk-monitor,platform_owner
11/3/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-5525,k8s-nodes,0.67,14.12,node_hours,,nonprod,data-lake,
11/3/2025,gcp,,gcp-proj-ml,gke,us-central1,gke-9661,k8s-nodes,1.5,31.75,node_hours,finops,nonprod,agent-platform,finops_owner
11/3/2025,gcp,,gcp-proj-data,gke,us-east4,gke-6415,k8s-nodes,1.27,29.47,node_hours,platform,prod,data-lake,platform_owner
11/3/2025,gcp,,gcp-proj-ml,gke,us-central1,gke-9794,k8s-nodes,2.75,59.58,node_hours,data,prod,data-lake,data_owner
11/3/2025,gcp,,gcp-proj-data,gke,us-central1,gke-4096,k8s-nodes,3.53,79.38,node_hours,data,prod,data-lake,data_owner
11/3/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-2805,k8s-nodes,2.2,54.26,node_hours,data,nonprod,finops-core,data_owner
11/3/2025,gcp,,gcp-proj-data,gke,us-east4,gke-9894,k8s-nodes,4.04,85.58,node_hours,security,prod,agent-platform,security_owner
11/3/2025,gcp,,gcp-proj-data,cloud_storage,us-central1,cloud_storage-4728,bucket-std,6.46,402.19,gb_month,,,,data_owner
11/3/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-8411,bucket-archive,1.11,73.24,gb_month,data,nonprod,agent-platform,data_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-9585,bucket-std,3.87,215.1,gb_month,data,nonprod,finops-core,data_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-6458,bucket-std,2.99,190.74,gb_month,platform,prod,data-lake,platform_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_storage,us-central1,cloud_storage-4967,bucket-archive,2.41,161.33,gb_month,finops,prod,risk-monitor,finops_owner
11/3/2025,gcp,,gcp-proj-data,cloud_storage,us-central1,cloud_storage-9276,snapshot,3.72,211.36,gb_month,platform,nonprod,agent-platform,platform_owner
11/3/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-4011,snapshot,2.81,160.12,gb_month,platform,prod,agent-platform,platform_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-7973,snapshot,3.11,188.83,gb_month,security,prod,rag-service,security_owner
11/3/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-3263,snapshot,2.5,131.91,gb_month,finops,nonprod,agent-platform,finops_owner
11/3/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-3133,bq-jobs,57.68,11.13,tb_scanned,data,prod,data-lake,data_owner
11/3/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-5186,bq-jobs,29.7,6.8,tb_scanned,platform,prod,data-lake,platform_owner
11/3/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-7965,bq-jobs,23.63,4.38,tb_scanned,security,nonprod,finops-core,security_owner
11/3/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-5780,bq-jobs,27.14,5.72,tb_scanned,data,nonprod,rag-service,data_owner
11/3/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-5813,bq-jobs,25.79,5.02,tb_scanned,platform,nonprod,agent-platform,platform_owner
11/3/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-7552,bq-jobs,86.47,20.32,tb_scanned,data,prod,agent-platform,data_owner
11/3/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-4395,bq-jobs,54.49,10.77,tb_scanned,platform,prod,data-lake,platform_owner
11/3/2025,gcp,,gcp-proj-data,bigquery,us-central1,bigquery-6322,bq-jobs,21.89,4.69,tb_scanned,platform,prod,agent-platform,platform_owner
11/3/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-5635,bq-jobs,42.83,8.31,tb_scanned,platform,prod,data-lake,platform_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-1862,metrics,1.58,18.78,gb_ingested,mlops,prod,rag-service,mlops_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-4343,metrics,2.87,32.13,gb_ingested,data,nonprod,data-lake,data_owner
11/3/2025,gcp,,gcp-proj-data,cloud_logging,us-central1,cloud_logging-5616,logs,1.57,17.54,gb_ingested,platform,nonprod,rag-service,platform_owner
11/3/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-7656,logs,17.18,225,gb_ingested,mlops,prod,agent-platform,mlops_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-1564,logs,3.82,43.37,gb_ingested,finops,prod,agent-platform,finops_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-4036,metrics,2.99,33.57,gb_ingested,data,prod,risk-monitor,data_owner
11/3/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-7285,metrics,4.24,54.95,gb_ingested,finops,prod,agent-platform,finops_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-7964,metrics,3.83,44.24,gb_ingested,data,prod,risk-monitor,data_owner
11/3/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-5986,logs,4.18,50.53,gb_ingested,mlops,prod,rag-service,mlops_owner
11/4/2025,aws,aws-acct-001,,ec2,us-west-2,ec2-3319,vm-small,5.85,76.36,instance_hours,platform,prod,rag-service,platform_owner
11/4/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-3580,vm-gpu-a10,28.93,101.28,instance_hours,mlops,prod,data-lake,mlops_owner
11/4/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-3238,vm-gpu-l4,31.19,112.64,instance_hours,,prod,,data_owner
11/4/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-1590,vm-gpu-a10,25.39,104.47,instance_hours,platform,prod,risk-monitor,platform_owner
11/4/2025,aws,aws-acct-002,,ec2,us-west-2,ec2-4451,vm-small,12.74,165.58,instance_hours,data,prod,finops-core,data_owner
11/4/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-6972,vm-small,7.67,102.29,instance_hours,mlops,prod,agent-platform,mlops_owner
11/4/2025,aws,aws-acct-001,,ec2,us-east-1,ec2-1414,vm-medium,2.08,23.61,instance_hours,platform,nonprod,data-lake,platform_owner
11/4/2025,aws,aws-acct-002,,eks,us-west-2,eks-8514,k8s-nodes,2.2,41.21,node_hours,platform,nonprod,agent-platform,platform_owner
11/4/2025,aws,aws-acct-001,,eks,us-west-2,eks-2331,k8s-nodes,1.62,33.65,node_hours,data,nonprod,agent-platform,data_owner
11/4/2025,aws,aws-acct-001,,eks,us-east-1,eks-2499,k8s-nodes,7.22,140.26,node_hours,platform,prod,finops-core,platform_owner
11/4/2025,aws,aws-acct-002,,eks,us-west-2,eks-5123,k8s-nodes,1.27,24.27,node_hours,security,nonprod,risk-monitor,security_owner
11/4/2025,aws,aws-acct-001,,eks,us-east-1,eks-1425,k8s-nodes,3.49,64.53,node_hours,platform,nonprod,rag-service,platform_owner
11/4/2025,aws,aws-acct-002,,eks,us-west-2,eks-4237,k8s-nodes,4.39,96.31,node_hours,finops,prod,agent-platform,finops_owner
11/4/2025,aws,aws-acct-001,,eks,us-west-2,eks-4743,k8s-nodes,2.25,42.66,node_hours,security,prod,rag-service,security_owner
11/4/2025,aws,aws-acct-002,,eks,us-east-1,eks-3642,k8s-nodes,2.44,49.64,node_hours,security,prod,risk-monitor,security_owner
11/4/2025,aws,aws-acct-002,,eks,us-east-1,eks-3502,k8s-nodes,4.61,102.75,node_hours,platform,prod,finops-core,platform_owner
11/4/2025,aws,aws-acct-002,,eks,us-west-2,eks-7180,k8s-nodes,7.64,146.11,node_hours,data,prod,data-lake,data_owner
11/4/2025,aws,aws-acct-002,,eks,us-west-2,eks-6686,k8s-nodes,2.9,54.94,node_hours,finops,prod,agent-platform,finops_owner
11/4/2025,aws,aws-acct-001,,s3,us-west-2,s3-2558,bucket-std,1.2,70.47,gb_month,platform,nonprod,finops-core,platform_owner
11/4/2025,aws,aws-acct-002,,s3,us-west-2,s3-3602,snapshot,6.1,328.5,gb_month,data,prod,agent-platform,data_owner
11/4/2025,aws,aws-acct-002,,s3,us-east-1,s3-5060,bucket-std,3.91,253.21,gb_month,platform,prod,agent-platform,platform_owner
11/4/2025,aws,aws-acct-002,,s3,us-west-2,s3-3615,snapshot,3.5,197.45,gb_month,finops,prod,risk-monitor,finops_owner
11/4/2025,aws,aws-acct-001,,s3,us-west-2,s3-2266,bucket-std,1.22,68.97,gb_month,security,nonprod,rag-service,security_owner
11/4/2025,aws,aws-acct-002,,s3,us-east-1,s3-7523,bucket-std,1.92,103.92,gb_month,finops,prod,risk-monitor,finops_owner
11/4/2025,aws,aws-acct-002,,s3,us-east-1,s3-2586,bucket-archive,4.76,274.35,gb_month,finops,prod,data-lake,finops_owner
11/4/2025,aws,aws-acct-002,,s3,us-east-1,s3-8538,bucket-archive,5.06,305.07,gb_month,mlops,prod,agent-platform,mlops_owner
11/4/2025,aws,aws-acct-002,,rds,us-east-1,rds-4048,postgres-medium,1.34,12.83,db_hours,mlops,prod,finops-core,mlops_owner
11/4/2025,aws,aws-acct-002,,rds,us-east-1,rds-7053,postgres-medium,10.41,103.52,db_hours,data,prod,agent-platform,data_owner
11/4/2025,aws,aws-acct-002,,rds,us-west-2,rds-2729,postgres-small,10.02,86.47,db_hours,mlops,prod,rag-service,mlops_owner
11/4/2025,aws,aws-acct-001,,rds,us-west-2,rds-8952,postgres-small,8.87,84.94,db_hours,platform,prod,data-lake,platform_owner
11/4/2025,aws,aws-acct-001,,rds,us-east-1,rds-4026,postgres-small,6.37,60.44,db_hours,platform,prod,risk-monitor,platform_owner
11/4/2025,aws,aws-acct-002,,rds,us-west-2,rds-5638,postgres-medium,1.76,18.32,db_hours,,nonprod,risk-monitor,
11/4/2025,aws,aws-acct-002,,rds,us-east-1,rds-4304,postgres-small,8.53,74.85,db_hours,finops,prod,rag-service,finops_owner
11/4/2025,aws,aws-acct-002,,rds,us-west-2,rds-5280,postgres-small,3.82,32.99,db_hours,platform,prod,data-lake,platform_owner
11/4/2025,aws,aws-acct-001,,rds,us-west-2,rds-4058,postgres-medium,2.94,25.31,db_hours,platform,prod,agent-platform,platform_owner
11/4/2025,aws,aws-acct-001,,rds,us-east-1,rds-9927,postgres-medium,3.06,29.28,db_hours,platform,prod,finops-core,platform_owner
11/4/2025,aws,aws-acct-002,,rds,us-east-1,rds-3422,postgres-small,9.31,84.01,db_hours,security,prod,agent-platform,security_owner
11/4/2025,aws,aws-acct-001,,rds,us-east-1,rds-9515,postgres-small,8.92,79.25,db_hours,,prod,risk-monitor,
11/4/2025,aws,aws-acct-002,,cloudwatch,us-west-2,cloudwatch-1361,metrics,0.52,199.75,metrics,mlops,nonprod,rag-service,mlops_owner
11/4/2025,aws,aws-acct-002,,cloudwatch,us-west-2,cloudwatch-7353,logs,0.5,196.1,metrics,finops,nonprod,risk-monitor,finops_owner
11/4/2025,aws,aws-acct-002,,cloudwatch,us-west-2,cloudwatch-7330,logs,0.74,297.46,metrics,mlops,prod,risk-monitor,mlops_owner
11/4/2025,aws,aws-acct-002,,cloudwatch,us-east-1,cloudwatch-7697,metrics,0.33,137.51,metrics,data,nonprod,risk-monitor,data_owner
11/4/2025,aws,aws-acct-001,,cloudwatch,us-east-1,cloudwatch-5968,metrics,0.34,133.53,metrics,platform,nonprod,agent-platform,platform_owner
11/4/2025,aws,aws-acct-001,,cloudwatch,us-west-2,cloudwatch-5119,logs,1.89,743.93,metrics,platform,prod,data-lake,platform_owner
11/4/2025,aws,aws-acct-002,,cloudwatch,us-west-2,cloudwatch-9307,logs,1.27,479.94,metrics,platform,prod,risk-monitor,platform_owner
11/4/2025,aws,aws-acct-001,,cloudwatch,us-west-2,cloudwatch-2655,metrics,2.15,803.33,metrics,data,prod,rag-service,data_owner
11/4/2025,gcp,,gcp-proj-ml,compute_engine,us-central1,compute_engine-5888,vm-small,4.57,61.55,vCPU_hours,security,prod,risk-monitor,security_owner
11/4/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-6407,vm-small,4.3,65.19,vCPU_hours,security,prod,rag-service,security_owner
11/4/2025,gcp,,gcp-proj-data,compute_engine,us-east4,compute_engine-2082,vm-small,0.55,8.08,vCPU_hours,platform,nonprod,data-lake,platform_owner
11/4/2025,gcp,,gcp-proj-ml,compute_engine,us-central1,compute_engine-8616,vm-gpu-l4,4.91,18.12,vCPU_hours,finops,prod,data-lake,finops_owner
11/4/2025,gcp,,gcp-proj-ml,compute_engine,us-east4,compute_engine-3550,vm-small,4.07,66.34,vCPU_hours,mlops,nonprod,finops-core,mlops_owner
11/4/2025,gcp,,gcp-proj-ml,compute_engine,us-central1,compute_engine-3965,vm-medium,4.28,59.21,vCPU_hours,finops,nonprod,finops-core,finops_owner
11/4/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-1228,vm-medium,4.73,61.47,vCPU_hours,finops,prod,rag-service,finops_owner
11/4/2025,gcp,,gcp-proj-data,compute_engine,us-central1,compute_engine-9590,vm-medium,6.48,105.03,vCPU_hours,platform,prod,rag-service,platform_owner
11/4/2025,gcp,,gcp-proj-data,gke,us-central1,gke-5209,k8s-nodes,1.86,44,node_hours,security,prod,finops-core,security_owner
11/4/2025,gcp,,gcp-proj-ml,gke,us-east4,gke-1497,k8s-nodes,1.7,38.22,node_hours,security,nonprod,rag-service,security_owner
11/4/2025,gcp,,gcp-proj-data,gke,us-central1,gke-2230,k8s-nodes,2.34,52.89,node_hours,data,prod,rag-service,data_owner
11/4/2025,gcp,,gcp-proj-ml,gke,us-central1,gke-1336,k8s-nodes,3.56,80.16,node_hours,security,prod,data-lake,security_owner
11/4/2025,gcp,,gcp-proj-ml,gke,us-central1,gke-6086,k8s-nodes,0.84,18.32,node_hours,security,prod,risk-monitor,security_owner
11/4/2025,gcp,,gcp-proj-data,gke,us-east4,gke-2949,k8s-nodes,2.67,59.12,node_hours,platform,prod,risk-monitor,platform_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-3574,snapshot,5.36,268.88,gb_month,mlops,prod,finops-core,mlops_owner
11/4/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-5666,bucket-archive,3.49,238.58,gb_month,data,prod,rag-service,data_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-2849,bucket-std,1.09,73.23,gb_month,,prod,,finops_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_storage,us-central1,cloud_storage-7144,bucket-std,0.93,53.29,gb_month,security,nonprod,rag-service,security_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-9775,bucket-std,2.25,114.23,gb_month,mlops,prod,agent-platform,mlops_owner
11/4/2025,gcp,,gcp-proj-data,cloud_storage,us-east4,cloud_storage-3469,bucket-std,1.81,112.05,gb_month,finops,prod,finops-core,finops_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_storage,us-east4,cloud_storage-8055,bucket-std,3.13,178.34,gb_month,data,prod,data-lake,data_owner
11/4/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-9195,bq-jobs,41.82,8.67,tb_scanned,mlops,prod,data-lake,mlops_owner
11/4/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-9486,bq-jobs,42.95,8.79,tb_scanned,data,prod,risk-monitor,data_owner
11/4/2025,gcp,,gcp-proj-data,bigquery,us-east4,bigquery-2403,bq-jobs,28.97,6.05,tb_scanned,mlops,prod,risk-monitor,mlops_owner
11/4/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-2401,bq-jobs,55.91,11.71,tb_scanned,finops,prod,data-lake,finops_owner
11/4/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-1744,bq-jobs,63.87,12.07,tb_scanned,finops,prod,data-lake,finops_owner
11/4/2025,gcp,,gcp-proj-ml,bigquery,us-central1,bigquery-1719,bq-jobs,26.7,5.11,tb_scanned,platform,prod,agent-platform,platform_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-2688,logs,2.36,28.87,gb_ingested,finops,prod,agent-platform,finops_owner
11/4/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-9782,logs,1.89,22.03,gb_ingested,finops,prod,agent-platform,finops_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-8018,logs,7.32,86.34,gb_ingested,,,risk-monitor,security_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-3494,metrics,6.93,77.28,gb_ingested,data,prod,agent-platform,data_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-6347,metrics,3.14,39.47,gb_ingested,,prod,,
11/4/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-4249,logs,7.49,98.02,gb_ingested,finops,prod,rag-service,finops_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-2424,metrics,3.41,38.45,gb_ingested,finops,prod,risk-monitor,finops_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-3201,metrics,3.31,42.42,gb_ingested,data,prod,data-lake,data_owner
11/4/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-8469,metrics,5.37,66.33,gb_ingested,security,prod,risk-monitor,security_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-central1,cloud_logging-7816,logs,1.64,20.89,gb_ingested,finops,prod,finops-core,finops_owner
11/4/2025,gcp,,gcp-proj-data,cloud_logging,us-east4,cloud_logging-4074,metrics,9.09,106.79,gb_ingested,data,prod,rag-service,data_owner
11/4/2025,gcp,,gcp-proj-ml,cloud_logging,us-east4,cloud_logging-2431,metrics,5.25,66.12,gb_ingested,mlops,prod,finops-core,mlops_owner
